Name,Tier,Class,Card Type,Mana Cost,Rarity,Set,Tribe/School,Mechanic
Revolve,League 3,Shaman,Spell,1,Common,Madness at the Darkmoon Faire,None,
Sunfury Champion,League 5,Warrior,Minion,1,Epic,March of the Lich king,"Fire, None",Deal Damage
Molten Blade,League 5,Warrior,Weapon,1,Rare,Journey to Un'goro,None,
Brazen Zealot,League 4,Paladin,Minion,1,Rare,Saviours of Uldum,None,
Buccaneer,League 2,Rogue,Minion,1,Common,"Core, The Grand Tournament",Pirate,
Ricochet Shot,League 3,Hunter,Spell,1,Common,March of the Lich king,Arcane,
Promotion,League 3,Paladin,Spell,1,Epic,Murder at Castle Nathria,"None, Silver Hand Recruit",
Partner Assignment,League 5,Druid,Spell,1,Rare,Scholomance Academy,None,
Wax Elemental,League 5,Neutral,Minion,1,Common,Kobolds and Catacombs,Elemental,"Divine Shield, Taunt"
Pint-Size Potion,League 5,Priest,Spell,1,Rare,Mean Streets of Gadgetzan,Shadow,Removal
Swamp Leech,League 5,Neutral,Minion,1,Common,The Witchwood,Beast,Health
Brain Freeze,League 4,"Mage, Rogue",Spell,1,Rare,Scholomance Academy,Frost,"Combo, Deal Damage, Freeze"
Sir Finley Mrrgglton,League 3,Neutral,Minion,1,Legendary,League of Explorers,Murloc,"Battlecry, Hero Power"
Conceal,League 4,Rogue,Spell,1,Common,Legacy,None,Stealth
Air Elemental,League 5,Shaman,Minion,1,Common,Journey to Un'goro,Elemental,
Banshee,League 3,Neutral,Minion,1,Rare,March of the Lich king,Undead,"Buff, Deathrattle"
Flame Imp,League 3,Warlock,Minion,1,Common,"Core, Legacy","Demon, Imp","Battlecry, Deal Damage"
Warsong Envoy,League 4,Warrior,Minion,1,Rare,Forged in the Barrens,None,
Earth Shock,League 4,Shaman,Spell,1,Common,Legacy,Nature,"Deal Damage, Silence"
Schooling,League 2,Shaman,Spell,1,Common,Voyage to the Sunken City,"Beast, None",
Enchanted Raven,League 5,Druid,Minion,1,Common,One Night in Karazhan,Beast,
Arcane Missiles,League 5,Mage,Spell,1,Common,Legacy,Arcane,Deal Damage
Play Dead,League 4,Hunter,Minion,1,Common,Knights of the Frozen Throne,None,Deathrattle
Shadowhoof Slayer,League 5,Demon Hunter,Minion,1,Common,Legacy,Demon,"Battlecry, Hero Attack"
Disciple of Galakrond,League 5,Priest,Minion,1,Common,Descent of Dragons,None,"Battlecry, Galakrond"
Sorcerer's Gambit,"League 4, Suspect Test",Mage,Spell,1,Legendary,United in Stormwind,"Arcane, Fire, Frost, None","Discover, Draw, Quest, Spell Damage"
Chameleos,League 4,Priest,Minion,1,Legendary,The Witchwood,Beast,Thief
Competitive Spirit,League 4,Paladin,Spell,1,Rare,The Grand Tournament,None,"Buff, Secret"
Saronite Taskmaster,League 5,Neutral,Minion,1,Common,Rastakhan's Rumble,None,Deathrattle
Hit It Very Hard,League 4,Warrior,Spell,1,Common,Fractured in Alterac Valley,None,Hero Attack
Bloodclaw,League 5,Paladin,Weapon,1,Common,Rastakhan's Rumble,None,"Battlecry, Deal Damage"
Barkskin,League 5,Druid,Spell,1,Common,Kobolds and Catacombs,Nature,"Armor, Buff"
Foul Egg,League 3,Neutral,Minion,1,Common,March of the Lich king,"Beast, Undead","Deathrattle, Summon"
Spiked Wheel,League 5,Warrior,Weapon,1,Common,Madness at the Darkmoon Faire,None,Armor
Intrepid Initiate,League 4,Neutral,Minion,1,Common,Scholomance Academy,None,
Forked Lightning,League 5,Shaman,Spell,1,Common,Legacy,Nature,"Deal Damage, Overload"
Battlefiend,League 4,Demon Hunter,Minion,1,Common,"Core, Demon Hunter Initiate",Demon,Hero Attack
Runic Egg,"League 4, Suspect Test",Neutral,Minion,1,Common,One Night in Karazhan,None,"Deathrattle, Draw"
Improve Morale,League 5,Warrior,Spell,1,Common,Rise of Shadows,None,"Deal Damage, Lackey"
Voidtouched Attendant,League 2,Priest,Minion,1,Epic,United in Stormwind,None,
Calamity's Grasp,League 4,Demon Hunter,Weapon,1,Rare,March of the Lich king,None,"Deathrattle, Outcast"
Glacial Shard,League 4,Neutral,Minion,1,Common,"Core, Journey to Un'goro",Elemental,"Battlecry, Freeze"
Novice Zapper,League 5,Shaman,Minion,1,Common,Core,None,"Overload, Spell Damage"
Cleric of An'she,League 4,Priest,Minion,1,Common,Forged in the Barrens,None,"Battlecry, Discover, Draw, Health"
Crystalline Oracle,League 3,Priest,Minion,1,Rare,Journey to Un'goro,Elemental,
Young Priestess,League 5,Neutral,Minion,1,Rare,Legacy,None,Buff
Wave of Apathy,League 3,"Paladin, Priest",Spell,1,Common,Scholomance Academy,None,
Final Gasp,League 4,Warlock,Spell,1,Common,Forged in the Barrens,Shadow,"Deal Damage, Summon"
Tracking,League 3,Hunter,Spell,1,Rare,"Core, Legacy",None,
Flame Geyser,League 5,Mage,Spell,1,Common,"Core, Journey to Un'goro","Elemental, Fire",Deal Damage
Ymirjar Frostbreaker,League 4,Death Knight,Minion,1,Common,Path of Arthas,"FrostRune, None","Battlecry, Hand"
Undertaker,League 4,Neutral,Minion,1,Common,Curse of Naxxramas,None,Deathrattle
Lesser Jasper Spellstone,League 3,Druid,Spell,1,Rare,Kobolds and Catacombs,Nature,"Armor, Deal Damage"
Smuggler's Crate,League 5,Hunter,Spell,1,Common,Mean Streets of Gadgetzan,"Beast, None",Buff
Blazing Battlemage,League 5,Neutral,Minion,1,Common,Descent of Dragons,None,
Shard of the Naaru,League 2,Priest,Spell,1,Common,"Core, United in Stormwind",Holy,"Silence, Tradeable"
Helpless Hatchling,League 5,Neutral,Minion,1,Common,Rastakhan's Rumble,Beast,"Deathrattle, Mana"
On the Hunt,League 5,Hunter,Spell,1,Common,Whispers of the Old Gods,"Beast, None","Deal Damage, Summon"
Dreadprison Glaive,League 3,Demon Hunter,Weapon,1,Common,Fractured in Alterac Valley,None,
Piranha Swarmer,League 5,Neutral,Minion,1,Common,Voyage to the Sunken City,Beast,Rush
Treenforcements,League 5,Druid,Spell,1,Rare,Descent of Dragons,"Nature, Treant","Buff, Choose One, Summon, Taunt"
Bone Breaker,League 3,Death Knight,Weapon,1,Common,Path of Arthas,"FrostRune, None","Deal Damage, Hero Attack"
Sand Breath,League 5,Paladin,Spell,1,Common,Descent of Dragons,"Dragon, None","Divine Shield, Summon"
Sinful Sous Chef,League 3,Paladin,Minion,1,Common,Murder at Castle Nathria,"Silver Hand Recruit, Undead",
Tournament Attendee,League 5,Neutral,Minion,1,Common,The Grand Tournament,None,Taunt
Reliquary of Souls,League 3,Priest,Minion,1,Legendary,Ashes of Outland,None,
Mind Vision,League 4,Priest,Spell,1,Common,Legacy,Shadow,Thief
Call of the Void,League 5,Warlock,Spell,1,Common,Legacy,"Demon, Shadow",
Primordial Studies,League 4,"Mage, Shaman",Spell,1,Common,Scholomance Academy,Arcane,"Discover, Mana, Spell Damage"
Crystal Power,League 4,Druid,Spell,1,Common,Rise of Shadows,Nature,"Deal Damage, Health"
Acherus Veteran,League 5,Neutral,Minion,1,Common,Knights of the Frozen Throne,Undead,"Battlecry, Buff"
Blood Imp,League 5,Warlock,Minion,1,Common,Legacy,"Demon, Imp","Buff, Stealth"
Wartbringer,League 5,Shaman,Minion,1,Common,Rastakhan's Rumble,None,"Battlecry, Deal Damage"
Glacier Racer,League 4,Mage,Minion,1,Rare,Madness at the Darkmoon Faire,None,"Deal Damage, Freeze"
Surging Tempest,League 5,Shaman,Minion,1,Common,Descent of Dragons,Elemental,Overload
Murloc Tidecaller,League 4,Neutral,Minion,1,Rare,Legacy,Murloc,
Fire Plume's Heart,League 4,Warrior,Spell,1,Legendary,Journey to Un'goro,None,"Deal Damage, Hero Power, Quest, Taunt, Weapon"
Grimscale Oracle,League 5,Neutral,Minion,1,Common,Legacy,Murloc,Buff
Flash Heal,League 4,Priest,Spell,1,Common,"Core, The Grand Tournament",Holy,Health
Crimson Clergy,League 5,Priest,Minion,1,Rare,"Core, Legacy",None,"Draw, Overheal"
Training Session,League 3,Warrior,Spell,1,Rare,March of the Lich king,None,
Corrupt the Waters,League 2,Shaman,Spell,1,Legendary,Saviours of Uldum,None,
Rise to the Occasion,League 4,Paladin,Spell,1,Legendary,United in Stormwind,"None, Silver Hand Recruit","Buff, Hero Power, Quest, Weapon"
Righteous Protector,League 2,Paladin,Minion,1,Common,"Core, Knights of the Frozen Throne",None,
Mark of the Lotus,League 3,Druid,Spell,1,Common,Mean Streets of Gadgetzan,None,Buff
Conviction (Rank 1),"League 3, Suspect Test",Paladin,Spell,1,Epic,Forged in the Barrens,Holy,Buff
Awaken the Makers,League 3,Priest,Spell,1,Legendary,Journey to Un'goro,None,
Spawnpool Forager,League 3,Shaman,Minion,1,Common,Forged in the Barrens,Murloc,
Argent Squire,League 5,Neutral,Minion,1,Common,Legacy,None,Divine Shield
Relic of Extinction,League 3,Demon Hunter,Spell,1,Common,Murder at Castle Nathria,None,"Deal Damage, Relic"
Wailing Vapor,League 4,Shaman,Minion,1,Common,Forged in the Barrens,Elemental,
Kabal Lackey,League 2,Mage,Minion,1,Common,Mean Streets of Gadgetzan,None,"Battlecry, Secret"
Leeching Poison,League 4,Rogue,Spell,1,Common,Knights of the Frozen Throne,Nature,"Health, Weapon"
Moonbeam,League 4,Druid,Spell,1,Common,Voyage to the Sunken City,Arcane,Deal Damage
Silverleaf Poison,League 3,Rogue,Spell,1,Common,Forged in the Barrens,Nature,
Hot Air Balloon,League 5,Neutral,Minion,1,Common,Descent of Dragons,Mech,
Unite the Murlocs,League 4,Shaman,Spell,1,Legendary,Journey to Un'goro,"Murloc, None",Quest
Murloc Raider,League 5,Neutral,Minion,1,Common,Legacy,Murloc,
Deadscale Knight,League 5,Neutral,Minion,1,Common,Knights of the Frozen Throne,"Murloc, Undead",Health
Sacred Trial,League 5,Paladin,Spell,1,Common,League of Explorers,Holy,"Removal, Secret"
Stockades Guard,League 4,Neutral,Minion,1,Common,United in Stormwind,None,"Battlecry, Taunt"
Renew,League 2,Priest,Spell,1,Common,Ashes of Outland,Holy,
Felscream Blast,League 3,Demon Hunter,Spell,1,Common,Madness at the Darkmoon Faire,Fel,
Mirror Image,League 5,Mage,Spell,1,Common,Legacy,None,"Summon, Taunt"
Raptor Hatchling,League 5,Hunter,Minion,1,Rare,Journey to Un'goro,Beast,Deathrattle
Pen Flinger,League 4,Neutral,Minion,1,Common,Scholomance Academy,None,"Battlecry, Deal Damage"
Overwhelm,League 3,Hunter,Spell,1,Rare,Scholomance Academy,"Beast, None",
Making Mummies,League 5,Paladin,Spell,1,Legendary,Saviours of Uldum,None,"Hero Power, Quest, Reborn, Summon"
Consume Magic,League 2,Demon Hunter,Spell,1,Common,Demon Hunter Initiate,Shadow,
Gift of the Naaru,League 2,Priest,Spell,1,Epic,Fractured in Alterac Valley,Holy,
Warbot,League 5,Warrior,Minion,1,Common,Goblins v Gnomes,Mech,
Muck Pools,League 3,Shaman,Location,1,Rare,Murder at Castle Nathria,None,
Ice Lance,League 4,Mage,Spell,1,Common,Legacy,Frost,"Deal Damage, Freeze"
Depth Charge,League 5,Neutral,Minion,1,Rare,Descent of Dragons,None,Deal Damage
Shieldbearer,League 5,Neutral,Minion,1,Common,Legacy,None,Taunt
Call to the Stand,League 3,Warrior,Spell,1,Common,Murder at Castle Nathria,None,
Dark Possession,League 5,Warlock,Spell,1,Rare,The Witchwood,"Demon, Shadow","Deal Damage, Discover"
Death Growl,Suspect Test,Death Knight,Spell,1,Rare,Festival of Legends,None,Deathrattle
Autodefense Matrix,League 5,Paladin,Spell,1,Common,Boomsday Project,None,"Divine Shield, Secret"
Irondeep Trogg,League 3,Neutral,Minion,1,Rare,Fractured in Alterac Valley,None,"Disruption, Summon"
Reliquary Seeker,League 5,Warlock,Minion,1,Rare,League of Explorers,None,Battlecry
Spirit of the Dead,League 4,Priest,Minion,1,Rare,Rastakhan's Rumble,None,"Mana, Stealth"
Mystery Winner,League 4,Hunter,Minion,1,Common,Madness at the Darkmoon Faire,None,"Battlecry, Discover, Secret"
Seek Guidance,League 3,Priest,Spell,1,Legendary,United in Stormwind,None,
Sanguine Soldier,League 3,Paladin,Minion,1,Rare,March of the Lich king,None,
Adorable Infestation,League 3,"Druid, Hunter",Spell,1,Common,Scholomance Academy,None,"Buff, Summon"
Emerald Reaver,League 5,Neutral,Minion,1,Common,Journey to Un'goro,Beast,"Battlecry, Deal Damage"
Gurubashi Chicken,League 5,Neutral,Minion,1,Common,Rastakhan's Rumble,Beast,
Bestial Wrath,League 5,Hunter,Spell,1,Epic,Legacy,"Beast, None",Buff
Scarlet Subjugator,League 5,Priest,Minion,1,Rare,Legacy,None,"Battlecry, Removal"
Ur'zul Horror,League 5,Demon Hunter,Minion,1,Common,Demon Hunter Initiate,Undead,Deathrattle
Hand of Protection,League 5,Paladin,Spell,1,Common,Legacy,Holy,Divine Shield
Scourge Troll,League 4,Shaman,Minion,1,Epic,March of the Lich king,Undead,Deathrattle
Meanstreet Marshal,League 5,Paladin,Minion,1,Epic,Mean Streets of Gadgetzan,None,"Buff, Deathrattle, Draw"
Faithful Lumi,League 5,Neutral,Minion,1,Common,Boomsday Project,Mech,"Battlecry, Buff"
Swamp Dragon Egg,League 5,Neutral,Minion,1,Common,The Witchwood,"Dragon, None",Deathrattle
Runeforging,League 4,Death Knight,Spell,1,Rare,Core,Shadow,"Corpse, Draw, Mana, Tutor, Weapon"
Secure the Deck,League 4,Druid,Spell,1,Epic,Descent of Dragons,None,"Armor, Hero Attack"
The Marsh Queen,League 5,Hunter,Spell,1,Legendary,Journey to Un'goro,None,"Draw, Quest"
Fiery Bat,League 5,Hunter,Minion,1,Common,Whispers of the Old Gods,Beast,"Deal Damage, Deathrattle"
Kindling Elemental,League 5,Neutral,Minion,1,Common,Forged in the Barrens,Elemental,"Battlecry, Mana"
Unleash Fel,League 3,Demon Hunter,Spell,1,Rare,March of the Lich king,Fel,
Pilfer,League 4,Rogue,Spell,1,Common,Legacy,None,Thief
Rain of Fire,League 4,Warlock,Spell,1,Common,Descent of Dragons,Fel,Deal Damage
Feast of Souls,League 4,Demon Hunter,Spell,1,Rare,"Core, Demon Hunter Initiate",None,Draw
Mortal Coil,League 2,Warlock,Spell,1,Common,"Core, Legacy",Shadow,
Illidari Studies,League 2,Demon Hunter,Spell,1,Common,"Core, Madness at the Darkmoon Faire",None,"Discover, Outcast"
Sphere of Sapience,"Druid League 1, League 3",Neutral,Weapon,1,Legendary,Scholomance Academy,None,
Light of the Naaru,League 5,Priest,Spell,1,Rare,Goblins v Gnomes,Holy,"Health, Summon"
Felosophy,League 2,"Demon Hunter, Warlock",Spell,1,Epic,Scholomance Academy,"Demon, Fel",
Spirit of the Rhino,League 5,Warrior,Minion,1,Rare,Rastakhan's Rumble,None,"Rush, Stealth"
Shooting Star,League 4,Mage,Spell,1,Common,"Boomsday Project, Core",Arcane,Deal Damage
Dozing Kelpkeeper,League 4,Druid,Minion,1,Rare,Voyage to the Sunken City,Naga,Rush
Wolpertinger,League 3,Hunter,Minion,1,Common,Scholomance Academy,Beast,
Stonetusk Boar,League 5,Neutral,Minion,1,Common,Legacy,Beast,Charge
Throw Glaive,League 5,Demon Hunter,Spell,1,Rare,Madness at the Darkmoon Faire,None,Deal Damage
Divine Strength,League 5,Paladin,Spell,1,Common,Whispers of the Old Gods,Holy,Buff
Devourer of Souls,League 3,Warlock,Minion,1,Legendary,March of the Lich king,Undead,
Blessed Goods,League 4,Paladin,Spell,1,Common,United in Stormwind,Holy,"Discover, Divine Shield, Secret, Weapon"
Witchwood Imp,League 5,Warlock,Minion,1,Common,The Witchwood,"Demon, Imp","Buff, Deathrattle, Stealth"
Animated Berserker,League 4,Warrior,Minion,1,Common,Knights of the Frozen Throne,None,Deal Damage
Font of Power,League 5,Mage,Spell,1,Rare,Ashes of Outland,Arcane,Discover
Execute,League 3,Warrior,Spell,1,Common,"Core, Legacy",None,
Power Overwhelming,League 4,Warlock,Spell,1,Common,Legacy,Shadow,Buff
Binding Heal,League 4,Priest,Spell,1,Common,Journey to Un'goro,Holy,Health
Hungry Crab,League 4,Neutral,Minion,1,Epic,Legacy,Beast,"Battlecry, Disruption, Removal"
Arcane Shot,League 4,Hunter,Spell,1,Rare,"Core, Legacy",Arcane,Deal Damage
Kobold Librarian,League 1,Warlock,Minion,1,Common,Kobolds and Catacombs,None,
Sinstone Totem,League 4,Neutral,Minion,1,Common,Murder at Castle Nathria,Totem,
Serrated Tooth,League 5,Rogue,Weapon,1,Common,Rastakhan's Rumble,None,"Deathrattle, Rush"
Jolly Roger,League 2,Rogue,Minion,1,Common,March of the Lich king,"Pirate, Undead",
Into the Fray,League 4,Warrior,Spell,1,Rare,Saviours of Uldum,None,"Buff, Taunt"
Wither,League 4,Druid,Spell,1,Epic,March of the Lich king,"Nature, Undead","Buff, Removal"
Feral Gibberer,League 5,Neutral,Minion,1,Rare,Kobolds and Catacombs,None,
Light's Justice,League 5,Paladin,Weapon,1,Common,Legacy,None,
Pelican Diver,League 4,Neutral,Minion,1,Common,Voyage to the Sunken City,Beast,Rush
Galloping Savior,League 4,Paladin,Spell,1,Common,Forged in the Barrens,"Beast, None","Secret, Summon, Taunt"
Barbed Nets,League 3,Hunter,Spell,1,Common,Voyage to the Sunken City,"Naga, None",
Mecharoo,League 3,Neutral,Minion,1,Common,Boomsday Project,Mech,"Deathrattle, Summon"
Skaterbot,League 3,Neutral,Minion,1,Common,Boomsday Project,Mech,"Buff, Magnetic, Rush"
Shiver Their Timbers!,League 3,Warrior,Spell,1,Rare,United in Stormwind,"None, Pirate",
The Soularium,League 1,Warlock,Spell,1,Legendary,Boomsday Project,Shadow,
Togwaggle's Scheme,League 3,Rogue,Spell,1,Rare,Rise of Shadows,None,
Paralytic Poison,League 3,Rogue,Spell,1,Rare,Forged in the Barrens,Nature,
Leper Gnome,League 3,Neutral,Minion,1,Common,Legacy,None,"Deal Damage, Deathrattle"
Lowly Squire,League 5,Neutral,Minion,1,Common,The Grand Tournament,None,Hero Power
Noxious Cadaver,League 2,Death Knight,Minion,1,Rare,Core,"BloodRune, Undead","Battlecry, Deal Damage"
Trueaim Crescent,League 4,"Demon Hunter, Hunter",Weapon,1,Epic,Scholomance Academy,None,Hero Attack
Malchezaar's Imp,League 2,Warlock,Minion,1,Common,One Night in Karazhan,"Demon, Imp","Discard, Draw"
Lightwarden,League 5,Neutral,Minion,1,Rare,Legacy,None,Health
Prize Plunderer,League 2,Rogue,Minion,1,Rare,Madness at the Darkmoon Faire,Pirate,
Open the Waygate,League 2,Mage,Spell,1,Legendary,Journey to Un'goro,None,
Boom Squad,League 5,Warrior,Spell,1,Common,Descent of Dragons,"Dragon, Mech, None","Discover, Lackey"
Dragon Egg,League 5,Neutral,Minion,1,Rare,Blackrock Mountain,"Dragon, None",Summon
Defend the Dwarven District,League 3,Hunter,Spell,1,Legendary,United in Stormwind,None,
Hallucination,League 3,Rogue,Spell,1,Common,Journey to Un'goro,Nature,
I Know a Guy,League 5,Warrior,Spell,1,Common,Mean Streets of Gadgetzan,None,"Discover, Taunt"
Toxfin,"League 5, Shaman League 2",Neutral,Minion,1,Common,Rise of Shadows,Murloc,"Battlecry, Poisonous"
Guardian Augmerchant,League 4,Neutral,Minion,1,Common,Ashes of Outland,None,"Battlecry, Deal Damage, Divine Shield"
Redemption,League 4,Paladin,Spell,1,Common,Legacy,Holy,"Resurrect, Secret, Summon"
Radiance,League 5,Priest,Spell,1,Common,Legacy,Holy,Health
Soul Infusion,League 5,Warlock,Spell,1,Rare,Boomsday Project,Shadow,Buff
Jade Idol,League 2,Druid,Spell,1,Rare,Mean Streets of Gadgetzan,None,"Choose One, Jade, Summon"
Rock Bottom,League 4,Warlock,Spell,1,Rare,Voyage to the Sunken City,"Murloc, None","Dredge, Summon"
Daring Escape,League 3,Rogue,Spell,1,Common,Rise of Shadows,None,
Breath of Sindragosa,League 5,Mage,Spell,1,Common,Knights of the Frozen Throne,Frost,"Deal Damage, Freeze"
Alleycat,League 3,Hunter,Minion,1,Common,Mean Streets of Gadgetzan,Beast,
Grave Defiler,League 2,Warlock,Minion,1,Common,Fractured in Alterac Valley,"Fel, None",
Urchin Spines,League 4,Hunter,Spell,1,Epic,Voyage to the Sunken City,None,Poisonous
Embalming Ritual,League 3,Priest,Spell,1,Common,Saviours of Uldum,None,
N'Zoth's First Mate,League 3,Warrior,Minion,1,Common,Whispers of the Old Gods,Pirate,
Stage Dive,League 3,Warrior,Spell,1,Rare,Madness at the Darkmoon Faire,None,
Trinket Tracker,League 3,Hunter,Minion,1,Common,March of the Lich king,Undead,
Blessing of Wisdom,League 4,Paladin,Spell,1,Common,Legacy,Holy,"Buff, Draw"
"Sir Finley, Sea Guide",League 1,Neutral,Minion,1,Legendary,Voyage to the Sunken City,Murloc,"Battlecry, Draw"
Zealous Initiate,League 5,Neutral,Minion,1,Common,Whispers of the Old Gods,None,"Buff, Deathrattle"
Rocket Augmerchant,League 5,Neutral,Minion,1,Common,Ashes of Outland,None,"Battlecry, Deal Damage, Rush"
Scalding Geyser,League 3,Shaman,Spell,1,Common,Voyage to the Sunken City,Fire,
Arcane Bolt,League 4,Mage,Spell,1,Common,March of the Lich king,Arcane,Deal Damage
Focused Will,League 5,Priest,Spell,1,Rare,Legacy,None,"Buff, Silence"
Click-Clocker,League 3,Neutral,Minion,1,Common,Voyage to the Sunken City,Mech,"Battlecry, Buff, Divine Shield"
Safety Inspector,League 4,Neutral,Minion,1,Rare,Madness at the Darkmoon Faire,None,"Battlecry, Draw"
Webspinner,League 5,Hunter,Minion,1,Common,Blackrock Mountain,Beast,Deathrattle
Sword and Board,League 3,Warrior,Spell,1,Common,Ashes of Outland,None,
Prismatic Jewel Kit,League 5,Paladin,Weapon,1,Rare,United in Stormwind,None,"Buff, Divine Shield"
Dire Mole,League 4,Neutral,Minion,1,Common,Kobolds and Catacombs,Beast,
Mogu Cultist,League 5,Neutral,Minion,1,Epic,Saviours of Uldum,None,"Battlecry, Deal Damage"
